12.3063,0.389504,0.184538,0.659138,0,0,0,0.0667012,0.353127,0.0192307,0.310845,-0.267115,0.694447,1.31444,2.8009,0.0329151,0.31085,-0.267093,0.694443,1.31446,2.80077,0.0328777,0.310845,-0.267115,0.694447,1.31444,2.8009,0.0329151,0,0,0,0,0,0,0,0,0,0,0,0
12.3391,0.386284,0.18079,0.659301,-9.74584e-05,-0.000113465,4.93552e-06,0.0667012,0.353127,0.0192307,0.310853,-0.267134,0.694443,1.3145,2.80095,0.0328944,0.31085,-0.267093,0.694443,1.31446,2.80077,0.0328783,0.307627,-0.270864,0.694609,1.3145,2.80095,0.0328944,0,0,0,0,0,0,-5.40878e-06,-2.39501e-05,4.49361e-06,7.32919e-05,9.93151e-05,5.48781e-05
12.3748,0.385241,0.17746,0.658592,-0.00025782,-0.000626352,-0.000104347,0.0667012,0.353127,0.0192307,0.310844,-0.267107,0.694443,1.31451,2.80088,0.0328898,0.310841,-0.267105,0.694444,1.31446,2.80078,0.0328811,0.306578,-0.274192,0.693903,1.31451,2.80088,0.0328898,0,0,0,0,0,0,-0.00063992,-0.000825842,4.28466e-05,0.000252993,0.000389567,0.000149884
12.4085,0.384577,0.173403,0.658168,-0.00043119,-0.00169467,-0.000215567,0.0667012,0.353127,0.0192307,0.310791,-0.267167,0.694446,1.31454,2.80082,0.0328032,0.310787,-0.267176,0.694445,1.31446,2.8008,0.0328847,0.305911,-0.278245,0.693486,1.31454,2.80082,0.0328032,-0.00296785,-0.00345245,-7.40093e-21,-0.00027389,5.11552e-06,-0.00584264,-0.00235656,-0.0032529,-5.81162e-06,0.00037233,0.000650763,0.000139956
12.4418,0.382764,0.168416,0.657158,-0.00104238,-0.00337005,-0.000556607,0.0667012,0.353127,0.0192307,0.310643,-0.267332,0.694467,1.31455,2.80085,0.0327709,0.31068,-0.267343,0.694439,1.31446,2.80083,0.0328869,0.3041,-0.283231,0.692476,1.31455,2.80085,0.0327709,-0.00498933,-0.00579767,2.22618e-20,-0.001049,1.97235e-05,0.00151951,-0.00394255,-0.00660517,-0.000363314,0.000323106,0.00067429,4.79166e-05
12.4738,0.379914,0.163764,0.655499,-0.00214387,-0.0051456,-0.00119832,0.0667012,0.353127,0.0192307,0.310463,-0.267579,0.694436,1.3147,2.80074,0.0327124,0.31053,-0.267626,0.694419,1.31448,2.80084,0.0328829,0.301236,-0.287879,0.690821,1.3147,2.80074,0.0327124,-0.00509948,-0.00974417,-0.000785499,-0.0029329,-0.000770778,0.0005566,-0.0050803,-0.0101114,-0.000752706,0.000128289,0.000598569,-9.33202e-05
12.5057,0.376653,0.163008,0.654986,-0.00351323,-0.00539673,-0.00140108,0.0667012,0.353127,0.0192307,0.310324,-0.26794,0.694437,1.31456,2.80081,0.0327811,0.310355,-0.267996,0.694389,1.31449,2.80086,0.0328727,0.297985,-0.288639,0.690305,1.31456,2.80081,0.0327811,-0.00579401,-0.0117135,0.000542845,0.00136269,0.00131672,0.000189396,-0.00576849,-0.0125225,-0.00109031,-3.32946e-05,0.000512502,-0.000190093
12.5405,0.372701,0.163007,0.654288,-0.00527924,-0.00531432,-0.00170098,0.0667012,0.353127,0.0192307,0.310034,-0.268515,0.694386,1.31454,2.80083,0.0326518,0.310085,-0.268601,0.694324,1.31451,2.80086,0.0328516,0.294037,-0.288636,0.689615,1.31454,2.80083,0.0326518,-0.00783137,-0.0177337,-0.00247919,0.000818803,0.00132506,-0.000804342,-0.00761572,-0.0170769,-0.00209189,-0.000234121,0.000446264,-0.000380756
12.5759,0.369269,0.163287,0.653239,-0.00686745,-0.00509139,-0.0021852,0.0667012,0.353127,0.0192307,0.30974,-0.269202,0.694285,1.31466,2.80075,0.0325849,0.309783,-0.269227,0.694232,1.31454,2.80086,0.0328266,0.290595,-0.288352,0.68857,1.31466,2.80075,0.0325849,-0.00980776,-0.0223815,-0.00325067,0.000800287,0.00156957,-0.000365683,-0.011033,-0.0210273,-0.00340458,-0.000446036,0.00035718,-0.000554487
12.6042,0.367357,0.163934,0.65218,-0.00773023,-0.00467282,-0.00269091,0.0667012,0.353127,0.0192307,0.309325,-0.269924,0.694177,1.31467,2.80085,0.0326048,0.309323,-0.269962,0.694096,1.31456,2.80085,0.0327933,0.28869,-0.287708,0.687506,1.31467,2.80085,0.0326048,-0.0152705,-0.0257647,-0.00451913,0.00329662,0.00313202,-0.000538424,-0.016489,-0.0240268,-0.00480039,-0.00065927,0.000307644,-0.000504144
12.6445,0.365908,0.166959,0.651273,-0.00836853,-0.0029687,-0.00312836,0.0667012,0.353127,0.0192307,0.308534,-0.270976,0.693917,1.31481,2.80079,0.0326206,0.308521,-0.270964,0.693864,1.31459,2.80083,0.0327414,0.287231,-0.284683,0.686598,1.31481,2.80079,0.0326206,-0.0228013,-0.0259176,-0.00656269,-0.0045457,-0.000806974,-0.00338032,-0.0223123,-0.0254143,-0.00648233,-0.00079117,0.000344584,-0.000571549
12.6744,0.365564,0.17148,0.650627,-0.00840467,-0.000392106,-0.00343042,0.0667012,0.353127,0.0192307,0.307993,-0.271601,0.693741,1.31469,2.80086,0.0327114,0.307953,-0.271567,0.693697,1.31461,2.80083,0.0327091,0.286895,-0.280166,0.685947,1.31469,2.80086,0.0327114,-0.0240045,-0.0241984,-0.00757236,-0.00109793,-0.00273154,-0.00163414,-0.0242808,-0.0248476,-0.00716584,-0.000729439,0.000442284,-0.000534747
12.7114,0.365334,0.175876,0.650154,-0.00837554,0.00215961,-0.00363826,0.0667012,0.353127,0.0192307,0.306982,-0.272493,0.693433,1.31467,2.8009,0.0326816,0.306961,-0.272493,0.693399,1.31464,2.80082,0.0326599,0.28667,-0.27577,0.685475,1.31467,2.8009,0.0326816,-0.0260993,-0.0202082,-0.00794265,-0.00274753,-0.0016049,-0.00137019,-0.0250768,-0.0217313,-0.00766012,-0.00055795,0.000509789,-0.000545718
12.7386,0.365961,0.18104,0.649517,-0.00783328,0.00520744,-0.00394694,0.0667012,0.353127,0.0192307,0.30615,-0.273065,0.693188,1.31472,2.80073,0.0323531,0.306153,-0.273115,0.693143,1.31467,2.80081,0.0326299,0.287286,-0.270592,0.684862,1.31472,2.80073,0.0323531,-0.0255835,-0.0172169,-0.00780145,-0.0022677,0.000127225,0.000966256,-0.0252555,-0.0178172,-0.00817892,-0.000318049,0.000484591,-0.000574486
12.7726,0.366362,0.186109,0.649111,-0.0074242,0.00823196,-0.00411676,0.0667012,0.353127,0.0192307,0.30537,-0.273519,0.692951,1.31451,2.80081,0.0323227,0.305347,-0.273576,0.692869,1.31469,2.80081,0.0326099,0.287702,-0.265523,0.684458,1.31451,2.80081,0.0323227,-0.0248964,-0.0128296,-0.00863314,0.0014324,-0.0005209,0.00135345,-0.0253349,-0.0119826,-0.00892135,-0.000278237,0.000392615,-0.000456576
12.806,0.366671,0.192462,0.648857,-0.00706991,0.0120976,-0.00419095,0.0667012,0.353127,0.0192307,0.304559,-0.273818,0.69264,1.3144,2.80087,0.0323644,0.30452,-0.273821,0.692561,1.31471,2.80081,0.0325785,0.288019,-0.259173,0.684201,1.3144,2.80087,0.0323644,-0.0258524,-0.00813822,-0.0112149,0.00823135,0.00441768,-0.00204944,-0.0260505,-0.00482101,-0.0100538,-0.000697631,0.000281877,-0.000303212
12.8409,0.367029,0.198537,0.648667,-0.00668234,0.0158043,-0.00422381,0.0667012,0.353127,0.0192307,0.303739,-0.273924,0.692256,1.31462,2.80102,0.0326302,0.303691,-0.273828,0.692225,1.31471,2.8008,0.0325342,0.288376,-0.25311,0.683988,1.31462,2.80102,0.0326302,-0.0250315,-0.00130493,-0.0118769,0.00507818,0.0030863,-0.00220457,-0.0257236,0.00280724,-0.0107326,-0.000975636,0.000171495,0.000165614
