0.293844,0.148871,0.764503
0.298824,0.15172,0.779513
0.293475,0.148739,0.76399
0.298824,0.15172,0.779513
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.294597,0.148955,0.765426
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.297057,0.150043,0.773743
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.297057,0.150043,0.773743
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296048,0.150376,0.769256
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296048,0.150376,0.769256
0.293844,0.148871,0.764503
0.294432,0.149919,0.766508
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.296048,0.150376,0.769256
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.292554,0.148567,0.762594
0.296048,0.150376,0.769256
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.296048,0.150376,0.769256
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293475,0.148739,0.76399
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
0.292554,0.148567,0.762594
0.296198,0.149922,0.772474
0.292554,0.148567,0.762594
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296472,0.150674,0.771507
0.298084,0.151299,0.776442
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.296198,0.149922,0.772474
0.298084,0.151299,0.776442
0.293844,0.148871,0.764503
0.293844,0.148871,0.764503
0.296198,0.149922,0.772474
0.293844,0.148871,0.764503
