24.2211,0.497606,0.740078,0.610441,0,0,0,0.0881955,0.531543,0.112376,0.400582,0.108826,0.551029,-1.34798,-2.76617,0.00257453,0.400599,0.108814,0.55101,-1.34806,-2.76611,0.00259981,0.400582,0.108826,0.551029,-1.34798,-2.76617,0.00257453,0,0,0,0,0,0,0,0,0,0,0,0
24.2547,0.49418,0.734964,0.608718,-0.000103703,-0.000154805,-5.21379e-05,0.0881955,0.531543,0.112376,0.40058,0.108818,0.551005,-1.348,-2.76604,0.00252523,0.400599,0.108814,0.55101,-1.34806,-2.76611,0.00259981,0.397155,0.103709,0.5493,-1.348,-2.76604,0.00252523,0,0,0,0,0,0,1.28996e-32,2.77556e-16,1.89145e-32,-8.36576e-33,-1.38462e-31,-1.55519e-31
24.291,0.490345,0.72966,0.607224,-0.000694632,-0.00097192,-0.000282267,0.0881955,0.531543,0.112376,0.400576,0.10879,0.550998,-1.34794,-2.76613,0.00251003,0.40053,0.108711,0.550976,-1.34806,-2.76611,0.00259981,0.393323,0.0984052,0.547807,-1.34794,-2.76613,0.00251003,-0.00787375,-0.010149,-0.00900133,0.00543405,0.020003,0.0114809,-0.00858536,-0.0128072,-0.00427411,7.43038e-18,3.04282e-17,4.72983e-18
24.3232,0.484987,0.72104,0.60442,-0.00210661,-0.00324533,-0.00102212,0.0881955,0.531543,0.112376,0.40004,0.108105,0.550742,-1.34802,-2.76618,0.00241632,0.400032,0.10797,0.550729,-1.34806,-2.76611,0.00259981,0.387957,0.0897838,0.545,-1.34802,-2.76618,0.00241632,-0.0186558,-0.0269534,-0.00837166,-0.000208112,-0.000715404,-0.00215433,-0.0217047,-0.0318578,-0.0103037,-1.36482e-17,3.85718e-18,1.43386e-17
24.3551,0.479154,0.714087,0.60166,-0.00406487,-0.00557116,-0.0019483,0.0881955,0.531543,0.112376,0.399103,0.106742,0.550308,-1.34773,-2.76622,0.00240128,0.399056,0.106563,0.550291,-1.34806,-2.76611,0.00259981,0.382147,0.0828264,0.542235,-1.34773,-2.76622,0.00240128,-0.0394897,-0.0561934,-0.0176169,-0.00755004,-0.00290413,0.00876423,-0.0362643,-0.0519236,-0.0159573,-1.4026e-17,-1.16221e-17,-4.42219e-17
24.3869,0.473601,0.706271,0.598925,-0.00618398,-0.00855572,-0.00299276,0.0881955,0.531543,0.112376,0.39771,0.104688,0.549716,-1.34759,-2.76663,0.00236602,0.397639,0.10448,0.549644,-1.34806,-2.76611,0.00259981,0.376597,0.0750146,0.539508,-1.34759,-2.76663,0.00236602,-0.0486574,-0.0776943,-0.0219879,-0.00812813,-0.00981261,-0.00705055,-0.052306,-0.0782841,-0.0244299,3.68214e-17,-2.64308e-17,-2.18738e-17
24.4194,0.469,0.699681,0.59687,-0.00807114,-0.011263,-0.00383226,0.0881955,0.531543,0.112376,0.395781,0.101797,0.548801,-1.3483,-2.76653,0.00214522,0.395684,0.101573,0.548719,-1.34806,-2.76611,0.00259981,0.371938,0.0684272,0.537449,-1.3483,-2.76653,0.00214522,-0.0704293,-0.101599,-0.0335411,-0.000549853,-0.00659585,0.001131,-0.0703868,-0.103015,-0.0335445,-6.58653e-18,9.59942e-17,-1.35417e-16
24.4529,0.465873,0.696356,0.595478,-0.00938716,-0.012621,-0.00441436,0.0881955,0.531543,0.112376,0.393284,0.098063,0.547564,-1.34843,-2.76622,0.00217261,0.393132,0.0978882,0.547499,-1.34806,-2.76611,0.00259981,0.368806,0.0651002,0.536052,-1.34843,-2.76622,0.00217261,-0.0871837,-0.125505,-0.0410192,-0.0011652,-0.00802967,-0.012375,-0.089096,-0.127344,-0.042596,1.03829e-16,-5.15089e-17,-3.14175e-16
24.4942,0.462924,0.689585,0.593685,-0.0106728,-0.0157185,-0.00521716,0.0881955,0.531543,0.112376,0.388316,0.0911449,0.545221,-1.34892,-2.76625,0.00203364,0.388156,0.0909212,0.545133,-1.34806,-2.76611,0.00259981,0.365816,0.058333,0.534259,-1.34892,-2.76625,0.00203364,-0.115414,-0.160411,-0.0537219,-0.00204561,-0.00124086,0.0057108,-0.119383,-0.161836,-0.0562571,-5.01427e-17,4.13962e-17,4.23652e-17
24.523,0.46121,0.685212,0.592579,-0.0113693,-0.0176912,-0.00569534,0.0881955,0.531543,0.112376,0.385355,0.0870553,0.543854,-1.34941,-2.76616,0.00203045,0.385256,0.0869746,0.543762,-1.34806,-2.76611,0.00259981,0.364064,0.0539668,0.533158,-1.34941,-2.76616,0.00203045,-0.121906,-0.166713,-0.0582015,0.00143559,0.0114639,-0.0161715,-0.114704,-0.164228,-0.0554223,-7.23959e-17,1.6274e-16,7.29668e-17
