time,truePosition_x,truePosition_y,truePosition_z,trueVelocity_x,trueVelocity_y,trueVelocity_z,estimatedPosition_x,estimatedPosition_y,estimatedPosition_z,estimatedVelocity_x,estimatedVelocity_y,estimatedVelocity_z
0.7,-0.418586,0.455124,-0.0448591,0.935489,0.647341,-1.58283,-0.41283,0.473839,-0.037685,0.393092,0.960754,-1.41145
0.733333,-0.410676,0.507984,-0.132314,1.06495,0.491816,-1.55677,-0.407564,0.507381,-0.118792,0.334726,0.972055,-1.6651
0.766667,-0.308012,0.544388,-0.173305,1.18275,0.330902,-1.51365,-0.333133,0.543079,-0.173586,0.805953,0.9966,-1.65982
0.8,-0.317792,0.455185,-0.234331,1.28759,0.166362,-1.45395,-0.314517,0.489604,-0.232792,0.744516,0.350947,-1.6887
0.833333,-0.212566,0.541453,-0.207801,1.37832,2.92363e-16,-1.37832,-0.234487,0.530042,-0.2309,1.15571,0.564987,-1.2554
0.866667,-0.178165,0.552577,-0.341016,1.45395,-0.166362,-1.28759,-0.183223,0.551525,-0.321615,1.25059,0.584718,-1.61934
0.9,-0.12719,0.504986,-0.315706,1.51365,-0.330902,-1.18275,-0.131267,0.523751,-0.332725,1.32707,0.232719,-1.30008
0.933333,-0.085806,0.499793,-0.38725,1.55677,-0.491816,-1.06495,-0.0861543,0.508806,-0.38407,1.33361,0.0636479,-1.35973
0.966667,-0.046799,0.433614,-0.407116,1.58283,-0.647341,-0.935489,-0.0453501,0.455586,-0.413447,1.30643,-0.348503,-1.24096
1,-0.00957915,0.42401,-0.429451,1.59155,-0.795775,-0.795775,-0.00736913,0.429682,-0.436659,1.26497,-0.454905,-1.10577
1.03333,0.0385893,0.456349,-0.497364,1.58283,-0.935489,-0.647341,0.0375114,0.444462,-0.490587,1.28519,-0.231907,-1.23289
1.06667,0.0948201,0.365211,-0.459115,1.55677,-1.06495,-0.491816,0.0907082,0.385536,-0.479738,1.36232,-0.613176,-0.846034
1.1,0.145407,0.381735,-0.501924,1.51365,-1.18275,-0.330902,0.142767,0.377007,-0.503633,1.41184,-0.524482,-0.813964
1.13333,0.242323,0.309811,-0.541876,1.45395,-1.28759,-0.166362,0.227405,0.323939,-0.538718,1.69168,-0.789495,-0.873194
1.16667,0.250499,0.237325,-0.503622,1.37832,-1.37832,-4.87271e-16,0.259961,0.254461,-0.521868,1.51419,-1.11094,-0.530931
1.2,0.319386,0.254893,-0.481781,1.28759,-1.45395,0.166362,0.316842,0.244246,-0.498203,1.56191,-0.911223,-0.222889
1.23333,0.380243,0.1571,-0.489708,1.18275,-1.51365,0.330902,0.377021,0.173234,-0.494234,1.62235,-1.21387,-0.137999
1.26667,0.376801,0.101577,-0.477152,1.06495,-1.55677,0.491816,0.392232,0.110442,-0.483313,1.33289,-1.38017,-0.0224126
1.3,0.404611,0.0883998,-0.452384,0.935489,-1.58283,0.647341,0.413719,0.0815896,-0.461386,1.16203,-1.25242,0.146451
1.33333,0.438588,0.0479926,-0.485302,0.795775,-1.59155,0.795775,0.442529,0.0456763,-0.477118,1.08811,-1.20897,-0.00706468
1.36667,0.510508,-0.0666361,-0.391901,0.647341,-1.58283,0.935489,0.501496,-0.0461707,-0.416186,1.25715,-1.59287,0.448478
1.4,0.466434,-0.0697418,-0.421976,0.491816,-1.55677,1.06495,0.488307,-0.0781324,-0.416082,0.846843,-1.43548,0.337918
1.43333,0.511547,-0.131556,-0.375686,0.330902,-1.51365,1.18275,0.512965,-0.129972,-0.383965,0.820251,-1.46519,0.493218
1.46667,0.552067,-0.24652,-0.319508,0.166362,-1.45395,1.28759,0.548725,-0.227278,-0.333154,0.882943,-1.82614,0.749189
1.5,0.536817,-0.295547,-0.240565,2.92363e-16,-1.37832,1.37832,0.548565,-0.293445,-0.25978,0.662568,-1.86558,1.10965
1.53333,0.45464,-0.279747,-0.202662,-0.166362,-1.28759,1.45395,0.487609,-0.301312,-0.208383,0.0441227,-1.46105,1.21696
1.56667,0.489402,-0.36903,-0.19275,-0.330902,-1.18275,1.51365,0.48931,-0.363626,-0.185664,0.0458409,-1.56242,1.08405
1.6,0.470044,-0.350239,-0.151282,-0.491816,-1.06495,1.55677,0.475954,-0.368845,-0.150784,-0.0650122,-1.21342,1.0747
1.63333,0.438103,-0.409376,-0.0206942,-0.647341,-0.935489,1.58283,0.448244,-0.409352,-0.0474837,-0.255238,-1.21387,1.57723
1.66667,0.486906,-0.406388,-0.0198173,-0.795775,-0.795775,1.59155,0.473501,-0.418729,-0.0127387,-0.00377881,-0.982366,1.44445
1.7,0.364647,-0.488023,0.0573603,-0.935489,-0.647341,1.58283,0.395546,-0.477636,0.0511222,-0.583398,-1.1772,1.56147
1.73333,0.415254,-0.497427,0.0586561,-1.06495,-0.491816,1.55677,0.404127,-0.502954,0.0713068,-0.374669,-1.07352,1.32416
1.76667,0.305273,-0.457799,0.12758,-1.18275,-0.330902,1.51365,0.329817,-0.480801,0.124132,-0.835076,-0.642036,1.38885
1.8,0.275051,-0.504586,0.178397,-1.28759,-0.166362,1.45395,0.282704,-0.503909,0.176132,-0.978639,-0.654747,1.43134
1.83333,0.252333,-0.461112,0.2685,-1.37832,-4.87271e-16,1.37832,0.251694,-0.479476,0.255809,-0.966642,-0.31025,1.6694
1.86667,0.231806,-0.510306,0.303064,-1.45395,0.166362,1.28759,0.228301,-0.504484,0.305449,-0.900894,-0.41947,1.62466
1.9,0.111865,-0.513284,0.329484,-1.51365,0.330902,1.18275,0.136421,-0.514757,0.338044,-1.36152,-0.391847,1.46409
1.93333,0.146173,-0.450897,0.352311,-1.55677,0.491816,1.06495,0.130504,-0.472757,0.362126,-1.06759,0.0182155,1.27999
1.96667,0.0159394,-0.463475,0.397703,-1.58283,0.647341,0.935489,0.038384,-0.46594,0.399717,-1.48862,0.0644627,1.2422
2,0.021847,-0.459953,0.451077,-1.59155,0.795775,0.795775,0.012445,-0.461044,0.448249,-1.31225,0.084925,1.29526
2.03333,-0.0217673,-0.428602,0.451379,-1.58283,0.935489,0.647341,-0.0244755,-0.437017,0.462759,-1.26145,0.24278,1.08178
2.06667,-0.120936,-0.344905,0.498739,-1.55677,1.06495,0.491816,-0.105473,-0.368782,0.498762,-1.55152,0.690684,1.08136
2.1,-0.168608,-0.343136,0.475897,-1.51365,1.18275,0.330902,-0.165363,-0.343881,0.492638,-1.61239,0.70467,0.76731
2.13333,-0.164999,-0.298914,0.52941,-1.45395,1.28759,0.166362,-0.180376,-0.305018,0.526228,-1.32393,0.819171,0.826986
2.16667,-0.292497,-0.263944,0.543625,-1.37832,1.37832,3.50934e-15,-0.273175,-0.267857,0.546515,-1.68637,0.892568,0.772771
2.2,-0.311689,-0.164343,0.508211,-1.28759,1.45395,-0.166362,-0.316719,-0.185305,0.526417,-1.59203,1.28578,0.431257
2.23333,-0.374971,-0.186563,0.540428,-1.18275,1.51365,-0.330902,-0.373498,-0.174025,0.540531,-1.61967,1.0506,0.429314
2.26667,-0.327471,-0.131322,0.433463,-1.06495,1.55677,-0.491816,-0.355894,-0.133505,0.467957,-1.08649,1.09156,-0.217749
2.3,-0.420991,-0.0249858,0.460471,-0.935489,1.58283,-0.647341,-0.412784,-0.0454855,0.460536,-1.24045,1.4761,-0.218963
2.33333,-0.43472,-0.0481549,0.478752,-0.795775,1.59155,-0.795775,-0.440237,-0.0334132,0.471501,-1.13697,1.19957,-0.0829467
2.36667,-0.493358,0.0915546,0.403975,-0.647341,1.58283,-0.935489,-0.489032,0.0674036,0.422379,-1.21812,1.65261,-0.428183
2.4,-0.517028,0.0792795,0.406447,-0.491816,1.55677,-1.06495,-0.520611,0.0915596,0.406919,-1.1509,1.42225,-0.437031
2.43333,-0.498234,0.115532,0.353441,-0.330902,1.51365,-1.18275,-0.515496,0.122192,0.364498,-0.827101,1.29732,-0.644459
2.46667,-0.490524,0.214493,0.320441,-0.166362,1.45395,-1.28759,-0.505456,0.200552,0.326857,-0.547006,1.55884,-0.764808
2.5,-0.521142,0.271344,0.274035,-4.87271e-16,1.37832,-1.37832,-0.521866,0.265992,0.281801,-0.533426,1.65922,-0.910491
2.53333,-0.537598,0.261149,0.201011,0.166362,1.28759,-1.45395,-0.53818,0.278243,0.215346,-0.522503,1.33856,-1.17939
2.56667,-0.54133,0.368722,0.123305,0.330902,1.18275,-1.51365,-0.545384,0.355689,0.13829,-0.446446,1.58304,-1.46047
2.6,-0.448689,0.358978,0.120907,0.491816,1.06495,-1.55677,-0.480398,0.373039,0.112012,0.148361,1.31927,-1.29362
2.63333,-0.470789,0.438044,0.014274,0.647341,0.935489,-1.58283,-0.472114,0.432068,0.0297957,0.173226,1.43137,-1.58478
2.66667,-0.38938,0.406891,0.0262931,0.795775,0.795775,-1.59155,-0.411251,0.427605,0.012276,0.583493,1.04281,-1.32184
2.7,-0.433261,0.437221,-0.0928809,0.935489,0.647341,-1.58283,-0.421478,0.444367,-0.0755182,0.362477,0.908765,-1.64754
2.73333,-0.392049,0.459974,-0.0584653,1.06495,0.491816,-1.55677,-0.396979,0.464147,-0.0789185,0.454953,0.830477,-1.26386
2.76667,-0.367608,0.506128,-0.183895,1.18275,0.330902,-1.51365,-0.371645,0.502065,-0.166034,0.53068,0.906702,-1.5989
2.8,-0.328785,0.493988,-0.214726,1.28759,0.166362,-1.45395,-0.335938,0.504872,-0.216035,0.664865,0.702525,-1.57435
2.83333,-0.286288,0.486511,-0.239656,1.37832,6.8218e-16,-1.37832,-0.2941,0.498384,-0.247857,0.811404,0.479806,-1.42052
2.86667,-0.240898,0.530755,-0.259379,1.45395,-0.166362,-1.28759,-0.248331,0.526101,-0.269561,0.950834,0.567112,-1.22952
2.9,-0.110628,0.447342,-0.330701,1.51365,-0.330902,-1.18275,-0.140754,0.475097,-0.324973,1.51596,0.0464799,-1.33697
2.93333,-0.0786439,0.464591,-0.413575,1.55677,-0.491816,-1.06495,-0.0819343,0.468017,-0.40106,1.57768,-0.0177858,-1.57172
2.96667,-0.0737587,0.497519,-0.436776,1.58283,-0.647341,-0.935489,-0.0611368,0.488966,-0.441515,1.34092,0.142647,-1.48283
3,0.000197439,0.388893,-0.48748,1.59155,-0.795775,-0.795775,-0.00453062,0.418684,-0.488464,1.42961,-0.416181,-1.46437
3.03333,0.0316134,0.369723,-0.474332,1.58283,-0.935489,-0.647341,0.0348843,0.379695,-0.49222,1.36825,-0.603237,-1.12882
3.06667,0.0908642,0.398479,-0.525266,1.55677,-1.06495,-0.491816,0.0879167,0.387426,-0.526568,1.42354,-0.395906,-1.1044
3.1,0.157936,0.331383,-0.476555,1.51365,-1.18275,-0.330902,0.151522,0.34356,-0.50123,1.54385,-0.624314,-0.641533
3.13333,0.18145,0.287927,-0.527383,1.45395,-1.28759,-0.166362,0.187569,0.297823,-0.526028,1.42905,-0.809946,-0.666953
3.16667,0.296728,0.250555,-0.495514,1.37832,-1.37832,-3.70425e-15,0.279244,0.256316,-0.510504,1.75703,-0.918003,-0.385771
3.2,0.296616,0.207507,-0.529329,1.28759,-1.45395,0.166362,0.308323,0.212682,-0.527633,1.53742,-1.01507,-0.417574
3.23333,0.322286,0.156786,-0.48593,1.18275,-1.51365,0.330902,0.332882,0.163055,-0.501737,1.33866,-1.13267,-0.121052
3.26667,0.357497,0.151629,-0.508571,1.06495,-1.55677,0.491816,0.363183,0.144147,-0.507775,1.232,-0.992312,-0.135972
3.3,0.434543,0.035208,-0.480984,0.935489,-1.58283,0.647341,0.425934,0.056767,-0.489886,1.3935,-1.39672,0.0310115
