time,truePosition_x,truePosition_y,truePosition_z,trueVelocity_x,trueVelocity_y,trueVelocity_z,estimatedPosition_x,estimatedPosition_y,estimatedPosition_z,estimatedVelocity_x,estimatedVelocity_y,estimatedVelocity_z
0.7,-0.418586,0.455124,-0.0448591,0.935489,0.647341,-1.58283,-0.421364,0.473172,-0.0275772,-0.0206954,0.969863,-0.919475
0.733333,-0.410676,0.507984,-0.132314,1.06495,0.491816,-1.55677,-0.414613,0.507125,-0.106673,1.97968e-05,0.974384,-1.05437
0.766667,-0.308012,0.544388,-0.173305,1.18275,0.330902,-1.51365,-0.344889,0.542733,-0.162413,0.194865,0.983127,-1.11192
0.8,-0.317792,0.455185,-0.234331,1.28759,0.166362,-1.45395,-0.324916,0.496793,-0.222278,0.232639,0.762512,-1.17582
0.833333,-0.212566,0.541453,-0.207801,1.37832,2.92363e-16,-1.37832,-0.248727,0.5348,-0.226356,0.424913,0.797886,-1.07716
0.866667,-0.178165,0.552577,-0.341016,1.45395,-0.166362,-1.28759,-0.197659,0.555625,-0.313796,0.5288,0.78164,-1.22223
0.9,-0.12719,0.504986,-0.315706,1.51365,-0.330902,-1.18275,-0.145451,0.531489,-0.329125,0.626301,0.640129,-1.15058
0.933333,-0.085806,0.499793,-0.38725,1.55677,-0.491816,-1.06495,-0.0992012,0.518117,-0.380418,0.69793,0.542142,-1.18712
0.966667,-0.046799,0.433614,-0.407116,1.58283,-0.647341,-0.935489,-0.0568655,0.469052,-0.411563,0.751825,0.352415,-1.16331
1,-0.00957915,0.42401,-0.429451,1.59155,-0.795775,-0.795775,-0.0172569,0.443627,-0.436667,0.79297,0.247283,-1.12464
1.03333,0.0385893,0.456349,-0.497364,1.58283,-0.935489,-0.647341,0.0284292,0.454802,-0.489347,0.847463,0.255581,-1.16763
1.06667,0.0948201,0.365211,-0.459115,1.55677,-1.06495,-0.491816,0.081646,0.399098,-0.483,0.918166,0.0737158,-1.03945
1.1,0.145407,0.381735,-0.501924,1.51365,-1.18275,-0.330902,0.133956,0.38858,-0.507355,0.979654,0.0369578,-1.01028
1.13333,0.242323,0.309811,-0.541876,1.45395,-1.28759,-0.166362,0.216175,0.337441,-0.541584,1.12012,-0.111464,-1.01185
1.16667,0.250499,0.237325,-0.503622,1.37832,-1.37832,-4.87271e-16,0.251539,0.270617,-0.52838,1.11453,-0.290365,-0.878806
1.2,0.319386,0.254893,-0.481781,1.28759,-1.45395,0.166362,0.308785,0.256981,-0.50799,1.17151,-0.301587,-0.737928
1.23333,0.380243,0.1571,-0.489708,1.18275,-1.51365,0.330902,0.369052,0.18812,-0.504516,1.23168,-0.468366,-0.658316
1.26667,0.376801,0.101577,-0.477152,1.06495,-1.55677,0.491816,0.388302,0.126071,-0.494179,1.16983,-0.600082,-0.566753
1.3,0.404611,0.0883998,-0.452384,0.935489,-1.58283,0.647341,0.412445,0.0945013,-0.473341,1.1277,-0.632897,-0.454046
1.33333,0.438588,0.0479926,-0.485302,0.795775,-1.59155,0.795775,0.442541,0.0567678,-0.486398,1.10643,-0.680097,-0.448151
1.36667,0.510508,-0.0666361,-0.391901,0.647341,-1.58283,0.935489,0.499773,-0.0318511,-0.429691,1.16418,-0.867216,-0.244869
1.4,0.466434,-0.0697418,-0.421976,0.491816,-1.55677,1.06495,0.491347,-0.0666397,-0.427458,1.03015,-0.883904,-0.215374
1.43333,0.511547,-0.131556,-0.375686,0.330902,-1.51365,1.18275,0.516429,-0.119314,-0.396042,1.00389,-0.949768,-0.105855
1.46667,0.552067,-0.24652,-0.319508,0.166362,-1.45395,1.28759,0.551316,-0.213526,-0.347155,1.00793,-1.12728,0.0428912
1.5,0.536817,-0.295547,-0.240565,2.92363e-16,-1.37832,1.37832,0.553425,-0.2802,-0.276877,0.918569,-1.20986,0.238273
1.53333,0.45464,-0.279747,-0.202662,-0.166362,-1.28759,1.45395,0.499324,-0.293829,-0.225546,0.678137,-1.13408,0.361407
1.56667,0.489402,-0.36903,-0.19275,-0.330902,-1.18275,1.51365,0.500634,-0.356116,-0.199915,0.617702,-1.20357,0.399961
1.6,0.470044,-0.350239,-0.151282,-0.491816,-1.06495,1.55677,0.487717,-0.366122,-0.163472,0.522606,-1.11811,0.465552
1.63333,0.438103,-0.409376,-0.0206942,-0.647341,-0.935489,1.58283,0.46125,-0.40731,-0.0646372,0.39805,-1.12923,0.702012
1.66667,0.486906,-0.406388,-0.0198173,-0.795775,-0.795775,1.59155,0.482628,-0.419704,-0.0272135,0.421068,-1.05757,0.741812
1.7,0.364647,-0.488023,0.0573603,-0.935489,-0.647341,1.58283,0.410233,-0.476605,0.0366951,0.175761,-1.11901,0.853017
1.73333,0.415254,-0.497427,0.0586561,-1.06495,-0.491816,1.55677,0.415543,-0.503117,0.0608912,0.174205,-1.0884,0.840989
1.76667,0.305273,-0.457799,0.12758,-1.18275,-0.330902,1.51365,0.345355,-0.485975,0.114232,-0.0414875,-0.936772,0.912818
1.8,0.275051,-0.504586,0.178397,-1.28759,-0.166362,1.45395,0.298849,-0.508942,0.166747,-0.169555,-0.913333,0.975509
1.83333,0.252333,-0.461112,0.2685,-1.37832,-4.87271e-16,1.37832,0.266444,-0.48814,0.244593,-0.245489,-0.767883,1.10416
1.86667,0.231806,-0.510306,0.303064,-1.45395,0.166362,1.28759,0.240941,-0.511491,0.295582,-0.294648,-0.761509,1.14442
1.9,0.111865,-0.513284,0.329484,-1.51365,0.330902,1.18275,0.153044,-0.52143,0.33095,-0.516246,-0.717674,1.13653
1.93333,0.146173,-0.450897,0.352311,-1.55677,0.491816,1.06495,0.142603,-0.483513,0.358017,-0.497038,-0.542156,1.10583
1.96667,0.0159394,-0.463475,0.397703,-1.58283,0.647341,0.935489,0.0539557,-0.476634,0.396727,-0.701619,-0.47134,1.11108
2,0.021847,-0.459953,0.451077,-1.59155,0.795775,0.795775,0.0248585,-0.471138,0.445099,-0.717825,-0.411148,1.14325
2.03333,-0.0217673,-0.428602,0.451379,-1.58283,0.935489,0.647341,-0.0139296,-0.448022,0.462369,-0.760004,-0.30664,1.08411
2.06667,-0.120936,-0.344905,0.498739,-1.55677,1.06495,0.491816,-0.0927344,-0.384041,0.498659,-0.911771,-0.0960313,1.08454
2.1,-0.168608,-0.343136,0.475897,-1.51365,1.18275,0.330902,-0.152903,-0.358366,0.49624,-0.996285,-0.0140727,0.975066
2.13333,-0.164999,-0.298914,0.52941,-1.45395,1.28759,0.166362,-0.172289,-0.319605,0.529179,-0.95705,0.097274,0.976307
2.16667,-0.292497,-0.263944,0.543625,-1.37832,1.37832,3.50934e-15,-0.262005,-0.282044,0.549874,-1.12114,0.194679,0.942677
2.2,-0.311689,-0.164343,0.508211,-1.28759,1.45395,-0.166362,-0.307438,-0.202745,0.533448,-1.14402,0.401334,0.806868
2.23333,-0.374971,-0.186563,0.540428,-1.18275,1.51365,-0.330902,-0.364819,-0.187531,0.547305,-1.19865,0.406546,0.769861
2.26667,-0.327471,-0.131322,0.433463,-1.06495,1.55677,-0.491816,-0.354164,-0.146051,0.481634,-1.05501,0.485813,0.510632
2.3,-0.420991,-0.0249858,0.460471,-0.935489,1.58283,-0.647341,-0.410059,-0.0611982,0.473656,-1.11384,0.680689,0.439678
2.33333,-0.43472,-0.0481549,0.478752,-0.795775,1.59155,-0.795775,-0.439025,-0.044824,0.482053,-1.09067,0.662764,0.421913
2.36667,-0.493358,0.0915546,0.403975,-0.647341,1.58283,-0.935489,-0.48715,0.0520913,0.435792,-1.12408,0.875134,0.250693
2.4,-0.517028,0.0792795,0.406447,-0.491816,1.55677,-1.06495,-0.519649,0.0799642,0.419465,-1.10997,0.871449,0.180635
2.43333,-0.498234,0.115532,0.353441,-0.330902,1.51365,-1.18275,-0.518404,0.113281,0.378318,-1.00142,0.883564,0.0467578
2.46667,-0.490524,0.214493,0.320441,-0.166362,1.45395,-1.28759,-0.511678,0.189714,0.340964,-0.887587,1.01691,-0.0636874
2.5,-0.521142,0.271344,0.274035,-4.87271e-16,1.37832,-1.37832,-0.52809,0.254862,0.296413,-0.850196,1.10561,-0.184112
2.53333,-0.537598,0.261149,0.201011,0.166362,1.28759,-1.45395,-0.544101,0.271704,0.231834,-0.815201,1.04881,-0.349986
2.56667,-0.54133,0.368722,0.123305,0.330902,1.18275,-1.51365,-0.55167,0.347293,0.156752,-0.759558,1.16413,-0.529979
2.6,-0.448689,0.358978,0.120907,0.491816,1.06495,-1.55677,-0.492991,0.368342,0.127184,-0.52115,1.11373,-0.563759
2.63333,-0.470789,0.438044,0.014274,0.647341,0.935489,-1.58283,-0.484454,0.426795,0.0467732,-0.447612,1.17427,-0.738653
2.66667,-0.38938,0.406891,0.0262931,0.795775,0.795775,-1.59155,-0.427361,0.42728,0.024863,-0.243218,1.06455,-0.730957
2.7,-0.433261,0.437221,-0.0928809,0.935489,0.647341,-1.58283,-0.434023,0.446041,-0.0606371,-0.239116,1.01708,-0.904476
2.73333,-0.392049,0.459974,-0.0584653,1.06495,0.491816,-1.55677,-0.409295,0.466869,-0.0696258,-0.146307,0.979972,-0.844416
2.76667,-0.367608,0.506128,-0.183895,1.18275,0.330902,-1.51365,-0.383687,0.503852,-0.154157,-0.0597814,0.992223,-1.00445
2.8,-0.328785,0.493988,-0.214726,1.28759,0.166362,-1.45395,-0.348431,0.508814,-0.205373,0.0459415,0.912435,-1.05478
2.83333,-0.286288,0.486511,-0.239656,1.37832,6.8218e-16,-1.37832,-0.307217,0.504715,-0.239959,0.158572,0.814473,-1.05316
2.86667,-0.240898,0.530755,-0.259379,1.45395,-0.166362,-1.28759,-0.261973,0.531138,-0.264795,0.271986,0.812413,-1.02401
2.9,-0.110628,0.447342,-0.330701,1.51365,-0.330902,-1.18275,-0.159757,0.485628,-0.31973,0.536372,0.60638,-1.08305
2.93333,-0.0786439,0.464591,-0.413575,1.55677,-0.491816,-1.06495,-0.100479,0.478834,-0.393636,0.653875,0.529728,-1.19035
2.96667,-0.0737587,0.497519,-0.436776,1.58283,-0.647341,-0.935489,-0.075459,0.497164,-0.435581,0.663025,0.531636,-1.19678
3,0.000197439,0.388893,-0.48748,1.59155,-0.795775,-0.795775,-0.0182954,0.432399,-0.483334,0.762544,0.297515,-1.21909
3.03333,0.0316134,0.369723,-0.474332,1.58283,-0.935489,-0.647341,0.0231567,0.394789,-0.491472,0.808053,0.16262,-1.12685
3.06667,0.0908642,0.398479,-0.525266,1.55677,-1.06495,-0.491816,0.0767854,0.399076,-0.526567,0.883817,0.159403,-1.11985
3.1,0.157936,0.331383,-0.476555,1.51365,-1.18275,-0.330902,0.140087,0.356593,-0.506714,0.979868,0.0237406,-0.957554
3.13333,0.18145,0.287927,-0.527383,1.45395,-1.28759,-0.166362,0.178445,0.311911,-0.531267,0.996035,-0.105325,-0.93665
3.16667,0.296728,0.250555,-0.495514,1.37832,-1.37832,-3.70425e-15,0.267349,0.270529,-0.518641,1.15414,-0.212814,-0.812196
3.2,0.296616,0.207507,-0.529329,1.28759,-1.45395,0.166362,0.299794,0.226819,-0.534987,1.13703,-0.316741,-0.781748
3.23333,0.322286,0.156786,-0.48593,1.18275,-1.51365,0.330902,0.327607,0.177323,-0.511867,1.1084,-0.42726,-0.642167
3.26667,0.357497,0.151629,-0.508571,1.06495,-1.55677,0.491816,0.359934,0.155583,-0.5171,1.09529,-0.44854,-0.596265
3.3,0.434543,0.035208,-0.480984,0.935489,-1.58283,0.647341,0.421387,0.0716111,-0.500318,1.16608,-0.644442,-0.49222
