time,truePosition_x,truePosition_y,truePosition_z,trueVelocity_x,trueVelocity_y,trueVelocity_z,estimatedPosition_x,estimatedPosition_y,estimatedPosition_z,estimatedVelocity_x,estimatedVelocity_y,estimatedVelocity_z
0.9,-0.12719,0.504986,-0.315706,1.51365,-0.330902,-1.18275,-0.155358,0.523592,-0.313074,0.139152,0.26304,-0.373047
0.933333,-0.085806,0.499793,-0.38725,1.55677,-0.491816,-1.06495,-0.110023,0.511942,-0.364217,0.167802,0.248666,-0.400297
0.966667,-0.046799,0.433614,-0.407116,1.58283,-0.647341,-0.935489,-0.0682872,0.46591,-0.396095,0.193778,0.209625,-0.413618
1,-0.00957915,0.42401,-0.429451,1.59155,-0.795775,-0.795775,-0.0290511,0.442229,-0.422158,0.217795,0.187153,-0.422613
1.03333,0.0385893,0.456349,-0.497364,1.58283,-0.935489,-0.647341,0.0160973,0.453414,-0.474597,0.246062,0.190843,-0.451226
1.06667,0.0948201,0.365211,-0.459115,1.55677,-1.06495,-0.491816,0.0685626,0.400421,-0.47048,0.279645,0.14581,-0.436691
1.1,0.145407,0.381735,-0.501924,1.51365,-1.18275,-0.330902,0.120276,0.390498,-0.495639,0.312317,0.134417,-0.444862
1.13333,0.242323,0.309811,-0.541876,1.45395,-1.28759,-0.166362,0.200791,0.341496,-0.530191,0.367143,0.0925905,-0.460287
1.16667,0.250499,0.237325,-0.503622,1.37832,-1.37832,-4.87271e-16,0.236564,0.277213,-0.519208,0.385802,0.0391782,-0.439416
1.2,0.319386,0.254893,-0.481781,1.28759,-1.45395,0.166362,0.293377,0.263676,-0.50114,0.421096,0.0272594,-0.413145
1.23333,0.380243,0.1571,-0.489708,1.18275,-1.51365,0.330902,0.353178,0.197044,-0.499075,0.458286,-0.0276262,-0.400275
1.26667,0.376801,0.101577,-0.477152,1.06495,-1.55677,0.491816,0.3737,0.136702,-0.490253,0.462596,-0.0764549,-0.382062
1.3,0.404611,0.0883998,-0.452384,0.935489,-1.58283,0.647341,0.398858,0.105392,-0.471178,0.470682,-0.100335,-0.35565
1.33333,0.438588,0.0479926,-0.485302,0.795775,-1.59155,0.795775,0.429662,0.0680626,-0.48446,0.483355,-0.12883,-0.356846
1.36667,0.510508,-0.0666361,-0.391901,0.647341,-1.58283,0.935489,0.486479,-0.0182317,-0.430673,0.517795,-0.198209,-0.301273
1.4,0.466434,-0.0697418,-0.421976,0.491816,-1.55677,1.06495,0.480278,-0.0530786,-0.42893,0.497776,-0.222306,-0.291217
1.43333,0.511547,-0.131556,-0.375686,0.330902,-1.51365,1.18275,0.506102,-0.10519,-0.399041,0.505716,-0.260753,-0.257161
1.46667,0.552067,-0.24652,-0.319508,0.166362,-1.45395,1.28759,0.54127,-0.197322,-0.352188,0.521582,-0.333054,-0.209135
1.5,0.536817,-0.295547,-0.240565,2.92363e-16,-1.37832,1.37832,0.544916,-0.263239,-0.284544,0.509593,-0.380881,-0.144031
1.53333,0.45464,-0.279747,-0.202662,-0.166362,-1.28759,1.45395,0.494409,-0.278333,-0.234801,0.45032,-0.382988,-0.0961302
1.56667,0.489402,-0.36903,-0.19275,-0.330902,-1.18275,1.51365,0.496822,-0.340142,-0.209526,0.43919,-0.426319,-0.0709672
1.6,0.470044,-0.350239,-0.151282,-0.491816,-1.06495,1.55677,0.485395,-0.351764,-0.173745,0.416028,-0.424019,-0.0370723
1.63333,0.438103,-0.409376,-0.0206942,-0.647341,-0.935489,1.58283,0.460766,-0.393264,-0.0778673,0.38164,-0.448465,0.0496783
1.66667,0.486906,-0.406388,-0.0198173,-0.795775,-0.795775,1.59155,0.481934,-0.407064,-0.0407116,0.389222,-0.447433,0.0815475
1.7,0.364647,-0.488023,0.0573603,-0.935489,-0.647341,1.58283,0.412902,-0.463557,0.0220366,0.315261,-0.484932,0.135688
1.73333,0.415254,-0.497427,0.0586561,-1.06495,-0.491816,1.55677,0.418276,-0.490869,0.0467676,0.310609,-0.49503,0.153993
1.76667,0.305273,-0.457799,0.12758,-1.18275,-0.330902,1.51365,0.350958,-0.476157,0.0995523,0.239968,-0.466643,0.197332
1.8,0.275051,-0.504586,0.178397,-1.28759,-0.166362,1.45395,0.306121,-0.499819,0.151636,0.191732,-0.474044,0.238877
1.83333,0.252333,-0.461112,0.2685,-1.37832,-4.87271e-16,1.37832,0.274615,-0.481294,0.228178,0.157011,-0.442594,0.301709
1.86667,0.231806,-0.510306,0.303064,-1.45395,0.166362,1.28759,0.249592,-0.505027,0.279063,0.129198,-0.450849,0.339239
1.9,0.111865,-0.513284,0.329484,-1.51365,0.330902,1.18275,0.164443,-0.515791,0.315005,0.0467118,-0.446917,0.361954
1.93333,0.146173,-0.450897,0.352311,-1.55677,0.491816,1.06495,0.153512,-0.480432,0.342968,0.0351627,-0.400441,0.376656
1.96667,0.0159394,-0.463475,0.397703,-1.58283,0.647341,0.935489,0.0672907,-0.474691,0.382092,-0.0458754,-0.38274,0.401292
2,0.021847,-0.459953,0.451077,-1.59155,0.795775,0.795775,0.038099,-0.470129,0.430497,-0.0715915,-0.366639,0.433856
2.03333,-0.0217673,-0.428602,0.451379,-1.58283,0.935489,0.647341,-0.000496705,-0.448492,0.449003,-0.105333,-0.335088,0.437625
2.06667,-0.120936,-0.344905,0.498739,-1.55677,1.06495,0.491816,-0.0776698,-0.387368,0.485733,-0.174127,-0.267572,0.458304
2.1,-0.168608,-0.343136,0.475897,-1.51365,1.18275,0.330902,-0.137108,-0.362802,0.485189,-0.224322,-0.236234,0.443498
2.13333,-0.164999,-0.298914,0.52941,-1.45395,1.28759,0.166362,-0.157446,-0.325464,0.518518,-0.236381,-0.19384,0.460888
2.16667,-0.292497,-0.263944,0.543625,-1.37832,1.37832,3.50934e-15,-0.245449,-0.289094,0.54002,-0.311648,-0.153605,0.466655
2.2,-0.311689,-0.164343,0.508211,-1.28759,1.45395,-0.166362,-0.291028,-0.212387,0.525733,-0.344761,-0.0766066,0.438574
2.23333,-0.374971,-0.186563,0.540428,-1.18275,1.51365,-0.330902,-0.348171,-0.19706,0.5404,-0.387786,-0.0597546,0.438619
2.26667,-0.327471,-0.131322,0.433463,-1.06495,1.55677,-0.491816,-0.339909,-0.156375,0.478426,-0.367787,-0.0194724,0.366323
2.3,-0.420991,-0.0249858,0.460471,-0.935489,1.58283,-0.647341,-0.395535,-0.0738235,0.471629,-0.408777,0.0591681,0.348357
2.33333,-0.43472,-0.0481549,0.478752,-0.795775,1.59155,-0.795775,-0.425267,-0.0569192,0.480412,-0.42402,0.0733001,0.345679
2.36667,-0.493358,0.0915546,0.403975,-0.647341,1.58283,-0.935489,-0.473402,0.0375459,0.436507,-0.456239,0.160498,0.293157
2.4,-0.517028,0.0792795,0.406447,-0.491816,1.55677,-1.06495,-0.506518,0.0658238,0.421178,-0.473228,0.182249,0.269345
2.43333,-0.498234,0.115532,0.353441,-0.330902,1.51365,-1.18275,-0.507131,0.0993958,0.381811,-0.458829,0.208362,0.223433
2.46667,-0.490524,0.214493,0.320441,-0.166362,1.45395,-1.28759,-0.502321,0.174498,0.34589,-0.439718,0.273153,0.182206
2.5,-0.521142,0.271344,0.274035,-4.87271e-16,1.37832,-1.37832,-0.519603,0.238898,0.302853,-0.442215,0.325766,0.135477
2.53333,-0.537598,0.261149,0.201011,0.166362,1.28759,-1.45395,-0.536394,0.256936,0.24034,-0.444168,0.332604,0.0716431
2.56667,-0.54133,0.368722,0.123305,0.330902,1.18275,-1.51365,-0.54498,0.331486,0.167464,-0.43824,0.393091,-9.13923e-05
2.6,-0.448689,0.358978,0.120907,0.491816,1.06495,-1.55677,-0.489695,0.353658,0.138121,-0.371574,0.401741,-0.0280772
2.63333,-0.470789,0.438044,0.014274,0.647341,0.935489,-1.58283,-0.482359,0.411793,0.0597208,-0.352749,0.44445,-0.102019
2.66667,-0.38938,0.406891,0.0262931,0.795775,0.795775,-1.59155,-0.428106,0.414181,0.0373955,-0.289698,0.43258,-0.120095
2.7,-0.433261,0.437221,-0.0928809,0.935489,0.647341,-1.58283,-0.434925,0.434034,-0.0461931,-0.286986,0.437773,-0.196159
2.73333,-0.392049,0.459974,-0.0584653,1.06495,0.491816,-1.55677,-0.411438,0.455778,-0.0563454,-0.255377,0.444613,-0.199614
2.76667,-0.367608,0.506128,-0.183895,1.18275,0.330902,-1.51365,-0.38696,0.492992,-0.139197,-0.22381,0.466039,-0.272523
2.8,-0.328785,0.493988,-0.214726,1.28759,0.166362,-1.45395,-0.353052,0.499363,-0.19016,-0.184206,0.457267,-0.312615
2.83333,-0.286288,0.486511,-0.239656,1.37832,6.8218e-16,-1.37832,-0.313241,0.496898,-0.22521,-0.140196,0.440307,-0.336204
2.86667,-0.240898,0.530755,-0.259379,1.45395,-0.166362,-1.28759,-0.269371,0.523664,-0.250889,-0.0936812,0.451891,-0.350072
2.9,-0.110628,0.447342,-0.330701,1.51365,-0.330902,-1.18275,-0.170469,0.481127,-0.305509,0.00412056,0.396675,-0.391245
2.93333,-0.0786439,0.464591,-0.413575,1.55677,-0.491816,-1.06495,-0.11254,0.475592,-0.378445,0.0595419,0.378687,-0.448683
2.96667,-0.0737587,0.497519,-0.436776,1.58283,-0.647341,-0.935489,-0.0873621,0.494079,-0.420741,0.0817924,0.384313,-0.474911
3,0.000197439,0.388893,-0.48748,1.59155,-0.795775,-0.795775,-0.0311641,0.432515,-0.46866,0.133107,0.312938,-0.505705
3.03333,0.0316134,0.369723,-0.474332,1.58283,-0.935489,-0.647341,0.010046,0.396792,-0.478467,0.168409,0.268631,-0.498938
3.06667,0.0908642,0.398479,-0.525266,1.55677,-1.06495,-0.491816,0.0630628,0.401165,-0.514114,0.213928,0.264232,-0.517198
3.1,0.157936,0.331383,-0.476555,1.51365,-1.18275,-0.330902,0.1255,0.360436,-0.496813,0.267051,0.21665,-0.48402
3.13333,0.18145,0.287927,-0.527383,1.45395,-1.28759,-0.166362,0.164057,0.317401,-0.522046,0.295544,0.168365,-0.492763
3.16667,0.296728,0.250555,-0.495514,1.37832,-1.37832,-3.70425e-15,0.251326,0.277341,-0.511394,0.369943,0.124472,-0.466741
3.2,0.296616,0.207507,-0.529329,1.28759,-1.45395,0.166362,0.284432,0.234856,-0.52845,0.389913,0.0796459,-0.468181
3.23333,0.322286,0.156786,-0.48593,1.18275,-1.51365,0.330902,0.313097,0.186627,-0.507417,0.404977,0.0307238,-0.432954
3.26667,0.357497,0.151629,-0.508571,1.06495,-1.55677,0.491816,0.346075,0.164945,-0.513479,0.423708,0.00888868,-0.424905
3.3,0.434543,0.035208,-0.480984,0.935489,-1.58283,0.647341,0.407061,0.0832756,-0.498232,0.468781,-0.0699474,-0.396618
