time,truePosition_x,truePosition_y,truePosition_z,trueVelocity_x,trueVelocity_y,trueVelocity_z,estimatedPosition_x,estimatedPosition_y,estimatedPosition_z,estimatedVelocity_x,estimatedVelocity_y,estimatedVelocity_z
0.466667,-0.548709,0.159699,0.288649,-0.166362,1.45395,-1.28759,-0.506555,0.110259,0.355562,-0.462636,0.624407,-0.270693
0.5,-0.510807,0.25206,0.2827,-4.50849e-16,1.37832,-1.37832,-0.518348,0.170374,0.325802,-0.454632,0.71111,-0.316441
0.533333,-0.461743,0.328529,0.226633,0.166362,1.28759,-1.45395,-0.510061,0.237998,0.286304,-0.401842,0.81002,-0.381636
0.566667,-0.545254,0.360056,0.170946,0.330902,1.18275,-1.51365,-0.530609,0.296193,0.239901,-0.418216,0.881426,-0.458736
0.6,-0.486208,0.403873,0.112705,0.491816,1.06495,-1.55677,-0.525333,0.351365,0.18775,-0.373653,0.941233,-0.544212
0.633333,-0.425132,0.44067,0.00473213,0.647341,0.935489,-1.58283,-0.500569,0.401878,0.115138,-0.286451,0.986075,-0.671837
0.666667,-0.406609,0.470818,0.0440074,0.795775,0.795775,-1.59155,-0.475837,0.446693,0.076603,-0.205474,1.01429,-0.709964
0.7,-0.418586,0.455124,-0.0448591,0.935489,0.647341,-1.58283,-0.461416,0.472082,0.0204861,-0.154901,0.99427,-0.787123
0.733333,-0.410676,0.507984,-0.132314,1.06495,0.491816,-1.55677,-0.448,0.506141,-0.0478139,-0.110495,0.996463,-0.887654
0.766667,-0.308012,0.544388,-0.173305,1.18275,0.330902,-1.51365,-0.403875,0.541031,-0.109315,0.00424389,1.00048,-0.964244
0.8,-0.317792,0.455185,-0.234331,1.28759,0.166362,-1.45395,-0.375106,0.534676,-0.172393,0.0731741,0.904878,-1.03874
0.833333,-0.212566,0.541453,-0.207801,1.37832,2.92363e-16,-1.37832,-0.319295,0.557043,-0.207279,0.202027,0.886056,-1.03937
0.866667,-0.178165,0.552577,-0.341016,1.45395,-0.166362,-1.28759,-0.267729,0.575236,-0.27498,0.310488,0.858616,-1.11934
0.9,-0.12719,0.504986,-0.315706,1.51365,-0.330902,-1.18275,-0.213928,0.570858,-0.313431,0.415785,0.77865,-1.1221
0.933333,-0.085806,0.499793,-0.38725,1.55677,-0.491816,-1.06495,-0.161917,0.564418,-0.362993,0.508362,0.700043,-1.1516
0.966667,-0.046799,0.433614,-0.407116,1.58283,-0.647341,-0.935489,-0.112182,0.53627,-0.403295,0.588013,0.574984,-1.15626
1,-0.00957915,0.42401,-0.429451,1.59155,-0.795775,-0.795775,-0.064851,0.511528,-0.437699,0.655431,0.468234,-1.1462
1.03333,0.0385893,0.456349,-0.497364,1.58283,-0.935489,-0.647341,-0.0157382,0.503482,-0.483076,0.721763,0.410687,-1.16364
1.06667,0.0948201,0.365211,-0.459115,1.55677,-1.06495,-0.491816,0.0372302,0.466384,-0.500892,0.792134,0.287061,-1.11259
1.1,0.145407,0.381735,-0.501924,1.51365,-1.18275,-0.330902,0.0909679,0.444459,-0.525927,0.858696,0.210368,-1.08324
1.13333,0.242323,0.309811,-0.541876,1.45395,-1.28759,-0.166362,0.16062,0.404115,-0.555296,0.958645,0.0950047,-1.06683
1.16667,0.250499,0.237325,-0.503622,1.37832,-1.37832,-4.87271e-16,0.21194,0.350461,-0.561692,1.00583,-0.0434523,-0.995759
1.2,0.319386,0.254893,-0.481781,1.28759,-1.45395,0.166362,0.270182,0.317544,-0.557068,1.06607,-0.120149,-0.903592
1.23333,0.380243,0.1571,-0.489708,1.18275,-1.51365,0.330902,0.330637,0.261231,-0.554594,1.12681,-0.24766,-0.824139
1.26667,0.376801,0.101577,-0.477152,1.06495,-1.55677,0.491816,0.371074,0.20235,-0.546984,1.13383,-0.371085,-0.73861
1.3,0.404611,0.0883998,-0.452384,0.935489,-1.58283,0.647341,0.407445,0.156013,-0.531738,1.13036,-0.453909,-0.641404
1.33333,0.438588,0.0479926,-0.485302,0.795775,-1.59155,0.795775,0.442938,0.10982,-0.53044,1.12503,-0.529655,-0.586104
1.36667,0.510508,-0.0666361,-0.391901,0.647341,-1.58283,0.935489,0.490494,0.0390603,-0.497115,1.14955,-0.659161,-0.457189
1.4,0.466434,-0.0697418,-0.421976,0.491816,-1.55677,1.06495,0.507952,-0.0119491,-0.48213,1.09867,-0.729977,-0.383478
1.43333,0.511547,-0.131556,-0.375686,0.330902,-1.51365,1.18275,0.53353,-0.0681432,-0.455041,1.07174,-0.807686,-0.286233
1.46667,0.552067,-0.24652,-0.319508,0.166362,-1.45395,1.28759,0.563506,-0.145716,-0.416066,1.05772,-0.931221,-0.167901
1.5,0.536817,-0.295547,-0.240565,2.92363e-16,-1.37832,1.37832,0.578047,-0.216483,-0.361099,1.00719,-1.02812,-0.0201798
1.53333,0.45464,-0.279747,-0.202662,-0.166362,-1.28759,1.45395,0.559121,-0.26045,-0.30856,0.879135,-1.05177,0.109609
1.56667,0.489402,-0.36903,-0.19275,-0.330902,-1.18275,1.51365,0.555309,-0.320097,-0.267398,0.798357,-1.11174,0.2011
1.6,0.470044,-0.350239,-0.151282,-0.491816,-1.06495,1.55677,0.544506,-0.354842,-0.224103,0.707093,-1.1061,0.290354
1.63333,0.438103,-0.409376,-0.0206942,-0.647341,-0.935489,1.58283,0.524608,-0.39762,-0.149635,0.601066,-1.12051,0.448394
1.66667,0.486906,-0.406388,-0.0198173,-0.795775,-0.795775,1.59155,0.525334,-0.425411,-0.0962714,0.553964,-1.09719,0.542104
1.7,0.364647,-0.488023,0.0573603,-0.935489,-0.647341,1.58283,0.483885,-0.470692,-0.0328646,0.407814,-1.11844,0.652693
1.73333,0.415254,-0.497427,0.0586561,-1.06495,-0.491816,1.55677,0.46998,-0.504446,0.0122235,0.340736,-1.10983,0.709607
1.76667,0.305273,-0.457799,0.12758,-1.18275,-0.330902,1.51365,0.422455,-0.513468,0.0665459,0.197102,-1.0416,0.784418
1.8,0.275051,-0.504586,0.178397,-1.28759,-0.166362,1.45395,0.37753,-0.533606,0.121356,0.0714893,-1.00603,0.854335
1.83333,0.252333,-0.461112,0.2685,-1.37832,-4.87271e-16,1.37832,0.337246,-0.53168,0.18952,-0.0325914,-0.919529,0.951144
1.86667,0.231806,-0.510306,0.303064,-1.45395,0.166362,1.28759,0.301259,-0.544932,0.248595,-0.117724,-0.877086,1.01791
1.9,0.111865,-0.513284,0.329484,-1.51365,0.330902,1.18275,0.235307,-0.553806,0.29823,-0.269033,-0.827416,1.05622
1.93333,0.146173,-0.450897,0.352311,-1.55677,0.491816,1.06495,0.199528,-0.537746,0.339749,-0.334434,-0.720961,1.07162
1.96667,0.0159394,-0.463475,0.397703,-1.58283,0.647341,0.935489,0.13071,-0.528902,0.382905,-0.475114,-0.640764,1.08975
2,0.021847,-0.459953,0.451077,-1.59155,0.795775,0.795775,0.0837612,-0.520058,0.429881,-0.551006,-0.56709,1.11573
2.03333,-0.0217673,-0.428602,0.451379,-1.58283,0.935489,0.647341,0.0362442,-0.502053,0.461824,-0.622113,-0.477057,1.10293
2.06667,-0.120936,-0.344905,0.498739,-1.55677,1.06495,0.491816,-0.0301249,-0.46008,0.498639,-0.733426,-0.33588,1.10305
2.1,-0.168608,-0.343136,0.475897,-1.51365,1.18275,0.330902,-0.0927103,-0.428421,0.515505,-0.826458,-0.231341,1.05451
2.13333,-0.164999,-0.298914,0.52941,-1.45395,1.28759,0.166362,-0.135222,-0.390241,0.54355,-0.862958,-0.119395,1.03717
2.16667,-0.292497,-0.263944,0.543625,-1.37832,1.37832,3.50934e-15,-0.206966,-0.350651,0.566585,-0.967799,-0.0131128,1.00903
2.2,-0.311689,-0.164343,0.508211,-1.28759,1.45395,-0.166362,-0.26346,-0.288634,0.569448,-1.02692,0.139237,0.933968
2.23333,-0.374971,-0.186563,0.540428,-1.18275,1.51365,-0.330902,-0.323536,-0.251408,0.580463,-1.08996,0.218722,0.884894
2.26667,-0.327471,-0.131322,0.433463,-1.06495,1.55677,-0.491816,-0.349033,-0.206394,0.550932,-1.06353,0.310743,0.740905
2.3,-0.420991,-0.0249858,0.460471,-0.935489,1.58283,-0.647341,-0.396694,-0.13883,0.537116,-1.09331,0.450289,0.646957
2.33333,-0.43472,-0.0481549,0.478752,-0.795775,1.59155,-0.795775,-0.433667,-0.098515,0.53195,-1.09461,0.512018,0.581749
2.36667,-0.493358,0.0915546,0.403975,-0.647341,1.58283,-0.935489,-0.477914,-0.0235891,0.502056,-1.11354,0.653157,0.461525
2.4,-0.517028,0.0792795,0.406447,-0.491816,1.55677,-1.06495,-0.515699,0.0253047,0.48032,-1.11516,0.719317,0.370975
2.43333,-0.498234,0.115532,0.353441,-0.330902,1.51365,-1.18275,-0.534599,0.0714386,0.446117,-1.07059,0.773365,0.257376
2.46667,-0.490524,0.214493,0.320441,-0.166362,1.45395,-1.28759,-0.54361,0.136439,0.409796,-1.00552,0.869041,0.147848
2.5,-0.521142,0.271344,0.274035,-4.87271e-16,1.37832,-1.37832,-0.558404,0.200836,0.367672,-0.959846,0.955466,0.0330711
2.53333,-0.537598,0.261149,0.201011,0.166362,1.28759,-1.45395,-0.57274,0.242205,0.312668,-0.91677,0.978688,-0.103794
2.56667,-0.54133,0.368722,0.123305,0.330902,1.18275,-1.51365,-0.582574,0.30623,0.247035,-0.866215,1.05529,-0.255457
2.6,-0.448689,0.358978,0.120907,0.491816,1.06495,-1.55677,-0.557015,0.347283,0.199186,-0.733433,1.06962,-0.351407
2.63333,-0.470789,0.438044,0.014274,0.647341,0.935489,-1.58283,-0.544449,0.401367,0.129548,-0.643143,1.11458,-0.492706
2.66667,-0.38938,0.406891,0.0262931,0.795775,0.795775,-1.59155,-0.506856,0.427942,0.0840846,-0.499145,1.08878,-0.563544
2.7,-0.433261,0.437221,-0.0928809,0.935489,0.647341,-1.58283,-0.493317,0.4552,0.012398,-0.425531,1.06674,-0.692591
2.73333,-0.392049,0.459974,-0.0584653,1.06495,0.491816,-1.55677,-0.468889,0.480463,-0.0266668,-0.331342,1.04163,-0.731568
2.76667,-0.367608,0.506128,-0.183895,1.18275,0.330902,-1.51365,-0.442368,0.512155,-0.09548,-0.239705,1.03424,-0.839944
2.8,-0.328785,0.493988,-0.214726,1.28759,0.166362,-1.45395,-0.409699,0.529024,-0.153995,-0.140523,0.991293,-0.914386
2.83333,-0.286288,0.486511,-0.239656,1.37832,6.8218e-16,-1.37832,-0.371543,0.536798,-0.202929,-0.0360199,0.929652,-0.959404
2.86667,-0.240898,0.530755,-0.259379,1.45395,-0.166362,-1.28759,-0.328649,0.555402,-0.243093,0.0715427,0.899441,-0.979366
2.9,-0.110628,0.447342,-0.330701,1.51365,-0.330902,-1.18275,-0.254147,0.539217,-0.29412,0.247464,0.786824,-1.02421
2.93333,-0.0786439,0.464591,-0.413575,1.55677,-0.491816,-1.06495,-0.189962,0.531715,-0.356793,0.383913,0.704546,-1.09381
2.96667,-0.0737587,0.497519,-0.436776,1.58283,-0.647341,-0.935489,-0.142582,0.535909,-0.407809,0.468274,0.657488,-1.12931
3,0.000197439,0.388893,-0.48748,1.59155,-0.795775,-0.795775,-0.0844421,0.501328,-0.459508,0.572022,0.519671,-1.1636
3.03333,0.0316134,0.369723,-0.474332,1.58283,-0.935489,-0.647341,-0.0329381,0.468843,-0.490281,0.651147,0.398173,-1.14405
3.06667,0.0908642,0.398479,-0.525266,1.55677,-1.06495,-0.491816,0.0229121,0.454144,-0.527362,0.73444,0.32994,-1.14148
3.1,0.157936,0.331383,-0.476555,1.51365,-1.18275,-0.330902,0.0843631,0.420408,-0.535695,0.824622,0.220817,-1.06899
3.13333,0.18145,0.287927,-0.527383,1.45395,-1.28759,-0.166362,0.135127,0.381,-0.556631,0.881402,0.106732,-1.03314
3.16667,0.296728,0.250555,-0.495514,1.37832,-1.37832,-3.70425e-15,0.208727,0.339742,-0.559112,0.989271,-0.00258974,-0.955185
3.2,0.296616,0.207507,-0.529329,1.28759,-1.45395,0.166362,0.260068,0.29546,-0.570342,1.03407,-0.110399,-0.904912
3.23333,0.322286,0.156786,-0.48593,1.18275,-1.51365,0.330902,0.303817,0.246633,-0.562187,1.05671,-0.22053,-0.811438
3.26667,0.357497,0.151629,-0.508571,1.06495,-1.55677,0.491816,0.345213,0.209967,-0.562258,1.07177,-0.292039,-0.745631
3.3,0.434543,0.035208,-0.480984,0.935489,-1.58283,0.647341,0.398866,0.145042,-0.551619,1.1155,-0.42667,-0.659049
